text,price_score,trust_score,urgency_score
Ad copy 0 with scores P:0.99 T:0.20 U:0.26,0.4583429915795225,0.5583049598040444,0.5557019217409611
Ad copy 1 with scores P:0.74 T:0.55 U:0.85,0.5163008792324684,0.484669520445656,0.48814915580667984
Ad copy 2 with scores P:0.04 T:0.91 U:0.79,0.464392750446628,0.5784375472264423,0.4648467175242743
Ad copy 3 with scores P:0.27 T:0.08 U:0.70,0.38231813995605474,0.4000062460602428,0.5226282650574944
Ad copy 4 with scores P:0.75 T:0.98 U:0.48,0.4372994334428877,0.5188636048584852,0.4991468273781769
Ad copy 5 with scores P:0.90 T:0.14 U:0.87,0.5210972899591623,0.48262609461624784,0.5036194764492324
Ad copy 6 with scores P:0.67 T:0.07 U:0.34,0.5173996642868021,0.37075842961850447,0.49505537664546184
Ad copy 7 with scores P:0.62 T:0.59 U:0.57,0.5205799160189183,0.5166003624370775,0.48680022604725026
Ad copy 8 with scores P:0.02 T:0.63 U:0.71,0.43933013954858746,0.5312021985226363,0.5056350247566617
Ad copy 9 with scores P:0.06 T:1.00 U:0.76,0.5501363303337585,0.5174119814832039,0.5521234711643715
Ad copy 10 with scores P:0.41 T:0.81 U:0.38,0.48758520965145263,0.49660923086330494,0.4914079322022264
Ad copy 11 with scores P:0.52 T:0.68 U:0.27,0.5204674161368193,0.4206200569198778,0.5287375845160845
Ad copy 12 with scores P:0.98 T:0.28 U:0.92,0.4649355329862001,0.46645733147817603,0.47468233625091766
Ad copy 13 with scores P:0.60 T:0.77 U:0.74,0.4566020625034176,0.44181366347524176,0.5492943084938045
Ad copy 14 with scores P:0.48 T:0.03 U:0.33,0.5630482956909346,0.5913588420052036,0.4715682592796016
Ad copy 15 with scores P:0.37 T:0.83 U:0.51,0.44260498840066287,0.46017343500179236,0.49470801469967507
Ad copy 16 with scores P:0.51 T:0.82 U:0.35,0.591396702496359,0.4361392537294439,0.48778980828603064
Ad copy 17 with scores P:0.71 T:0.10 U:0.09,0.573357867491401,0.46367938824953664,0.3889935402898959
Ad copy 18 with scores P:0.66 T:0.41 U:0.49,0.4596881507501227,0.5501946238824991,0.5351949788860655
Ad copy 19 with scores P:0.31 T:0.94 U:0.64,0.4445498829174386,0.476865152614422,0.4316525381465269
Ad copy 20 with scores P:0.94 T:0.13 U:0.51,0.5496655452416394,0.4357969137428229,0.5161211120215095
Ad copy 21 with scores P:0.86 T:0.44 U:0.84,0.5285062041793778,0.49597757664826764,0.5044601282661206
Ad copy 22 with scores P:0.36 T:0.49 U:0.04,0.5087430278167155,0.506477681938675,0.4730647663287629
Ad copy 23 with scores P:0.17 T:0.22 U:0.06,0.4883205590900197,0.4989280358416722,0.5090409300033361
Ad copy 24 with scores P:0.86 T:0.08 U:0.82,0.5106882009430164,0.3714950537834556,0.5241394676463462
Ad copy 25 with scores P:0.42 T:0.85 U:0.43,0.487731573605586,0.5461574723932631,0.48188063593933594
Ad copy 26 with scores P:0.02 T:0.05 U:0.21,0.6164628121562232,0.5056080434770628,0.5320390696805708
Ad copy 27 with scores P:0.25 T:0.26 U:0.58,0.5520462326815152,0.4307574800021732,0.4802175412927536
Ad copy 28 with scores P:0.24 T:0.07 U:0.94,0.5274779810550848,0.5548170429576647,0.4238358565047431
Ad copy 29 with scores P:0.46 T:0.15 U:0.45,0.46716338078711267,0.48796478829604734,0.5948044232532671
Ad copy 30 with scores P:0.36 T:0.91 U:0.95,0.4525503649590007,0.5031574598645994,0.5259723464599063
Ad copy 31 with scores P:0.89 T:0.02 U:0.63,0.4770560020438745,0.5593909007109376,0.42459259377491254
Ad copy 32 with scores P:0.36 T:1.00 U:0.91,0.44727898186150544,0.5882932025404947,0.4897416826391285
Ad copy 33 with scores P:0.45 T:0.73 U:0.83,0.4402975887259727,0.5243066820897212,0.5472018083818949
Ad copy 34 with scores P:0.94 T:0.82 U:0.57,0.5020912669418025,0.4524526301371865,0.49518694560372845
Ad copy 35 with scores P:0.95 T:0.78 U:0.97,0.4298720672681394,0.5095691974195105,0.4937866570126269
Ad copy 36 with scores P:0.52 T:0.43 U:0.32,0.5395052610438267,0.506309759332441,0.36838119927494994
Ad copy 37 with scores P:0.34 T:0.50 U:0.10,0.5181253121781271,0.5593080477520896,0.5148178568263139
Ad copy 38 with scores P:0.37 T:0.04 U:0.07,0.5871378313875483,0.5217080438271381,0.5101072353160374
Ad copy 39 with scores P:0.02 T:0.12 U:0.03,0.5793360283173846,0.4637377901618125,0.3835528852464812
Ad copy 40 with scores P:0.50 T:0.53 U:0.43,0.5194459112626736,0.5179570459437903,0.6164621767033761
Ad copy 41 with scores P:0.09 T:0.70 U:0.31,0.3988751601987832,0.5722467711030411,0.4595616152598315
Ad copy 42 with scores P:0.82 T:0.03 U:0.03,0.4994071833770748,0.4944316711008998,0.5069768299843599
Ad copy 43 with scores P:0.69 T:0.97 U:0.87,0.45780780211027555,0.4464689666561108,0.49928424748931316
Ad copy 44 with scores P:0.91 T:0.81 U:0.47,0.46501626987955774,0.5148821633772358,0.4876989678477067
Ad copy 45 with scores P:0.41 T:0.99 U:0.93,0.4620843127464365,0.505003626514726,0.4281882906925827
Ad copy 46 with scores P:0.98 T:0.92 U:0.89,0.48893990797583475,0.4298494941319596,0.456261132010959
Ad copy 47 with scores P:0.80 T:0.19 U:0.32,0.5543857227202814,0.5403526825545596,0.46660626091467344
Ad copy 48 with scores P:0.41 T:0.59 U:0.09,0.5430635141676546,0.3404621499956043,0.5286319711334294
Ad copy 49 with scores P:0.93 T:0.96 U:0.57,0.5071297824084946,0.5352848349269144,0.5158036524162072
Ad copy 50 with scores P:0.24 T:0.38 U:0.33,0.4452064537797244,0.45050469568166174,0.48383868309398204
Ad copy 51 with scores P:0.80 T:0.41 U:0.37,0.5430851721525508,0.49534011963121743,0.5808330247432261
Ad copy 52 with scores P:0.88 T:0.32 U:0.60,0.520409646956688,0.5069097824469667,0.4159866475883362
Ad copy 53 with scores P:0.04 T:0.60 U:0.37,0.4878293090632178,0.5938083496919969,0.5927991262325643
Ad copy 54 with scores P:0.18 T:0.66 U:0.40,0.4414985069753105,0.41726534082283556,0.4870566772879421
Ad copy 55 with scores P:0.15 T:0.53 U:0.32,0.4791873835197404,0.5519837386737395,0.5041771134304457
Ad copy 56 with scores P:0.33 T:0.03 U:0.84,0.49734517289525243,0.6244145362056491,0.566006197422365
Ad copy 57 with scores P:0.07 T:0.63 U:0.12,0.4477243903271183,0.5022302087258392,0.533230736438425
Ad copy 58 with scores P:0.99 T:0.23 U:0.83,0.5023454350316371,0.454315245163573,0.4086701006087417
Ad copy 59 with scores P:0.82 T:0.51 U:0.03,0.47114824994884974,0.4513105789098957,0.5090898029859431
Ad copy 60 with scores P:0.09 T:0.47 U:0.01,0.4878535345466053,0.40983589568892503,0.4893446211486335
Ad copy 61 with scores P:0.77 T:0.02 U:0.07,0.5532552104299253,0.3576000427144272,0.47819709020940443
Ad copy 62 with scores P:0.69 T:0.32 U:0.33,0.5156751953296788,0.5364166541468856,0.5806121227035789
Ad copy 63 with scores P:0.30 T:0.76 U:0.45,0.59443626614643,0.358446418065441,0.44204237595748086
Ad copy 64 with scores P:0.01 T:0.12 U:0.08,0.44206364747325305,0.5568380655951904,0.5021428741148325
Ad copy 65 with scores P:0.88 T:0.96 U:0.32,0.5190429801758404,0.5191858722937644,0.4431096969126302
Ad copy 66 with scores P:0.00 T:0.37 U:0.23,0.37271704296858665,0.4539499323955438,0.5693617022197124
Ad copy 67 with scores P:0.38 T:0.38 U:0.07,0.461651823897867,0.5962285477764432,0.4650860082582373
Ad copy 68 with scores P:0.63 T:0.77 U:0.41,0.48468413692186324,0.5697606144742665,0.5315360633331754
Ad copy 69 with scores P:0.43 T:0.53 U:0.13,0.5721800016133315,0.46123504874934873,0.39590586644640074
Ad copy 70 with scores P:0.78 T:0.12 U:0.71,0.5408302595742145,0.5538851291921142,0.528381256206815
Ad copy 71 with scores P:0.99 T:0.38 U:0.65,0.5033947722001612,0.5604085843205304,0.5391083644017904
Ad copy 72 with scores P:0.66 T:0.90 U:0.77,0.4174761559770975,0.537349874934526,0.5302870434770793
Ad copy 73 with scores P:0.60 T:0.31 U:0.75,0.4727885217681009,0.42530348945915986,0.49219816623918755
Ad copy 74 with scores P:0.41 T:0.08 U:0.31,0.5764561950820651,0.549926060740675,0.47215890737739075
Ad copy 75 with scores P:0.43 T:0.15 U:0.30,0.49676941822061527,0.4850394274915323,0.495575113609802
Ad copy 76 with scores P:0.70 T:0.02 U:0.65,0.5388121923147017,0.5148399140572761,0.42940099857320313
Ad copy 77 with scores P:0.99 T:0.72 U:0.36,0.5280404741787629,0.5383002835986731,0.5263000200481325
Ad copy 78 with scores P:0.53 T:0.94 U:0.64,0.5308028476542916,0.49731898813368525,0.5629420156920055
Ad copy 79 with scores P:0.68 T:0.94 U:0.74,0.5598180894008714,0.4916702505580393,0.4878002634594984
Ad copy 80 with scores P:0.96 T:0.68 U:0.76,0.48686338263582707,0.4859957238884469,0.5409075171285924
Ad copy 81 with scores P:0.41 T:0.53 U:0.34,0.46898638805572357,0.39321663743180335,0.46056002637018223
Ad copy 82 with scores P:0.54 T:0.64 U:0.55,0.39377120049646885,0.549687777502531,0.5360507329667219
Ad copy 83 with scores P:0.32 T:0.72 U:0.50,0.548219800629867,0.4993065106548488,0.4429224137845862
Ad copy 84 with scores P:0.67 T:0.21 U:0.40,0.5151917521095205,0.4635645119844703,0.39810606060520337
Ad copy 85 with scores P:0.61 T:0.44 U:0.68,0.5405412111592717,0.5356754057242685,0.5553390173017092
Ad copy 86 with scores P:0.15 T:0.00 U:0.19,0.5205954152047545,0.535902714058636,0.3967997608005659
Ad copy 87 with scores P:0.82 T:0.11 U:0.98,0.36528186687122643,0.5364899502135921,0.54505646617244
Ad copy 88 with scores P:0.89 T:0.71 U:0.68,0.4615750006990976,0.4974817134893825,0.5780175204754469
Ad copy 89 with scores P:0.43 T:0.27 U:0.17,0.5118607848974226,0.4957304640265855,0.47893625532919565
Ad copy 90 with scores P:0.74 T:0.84 U:0.51,0.4928070075293338,0.4155325604073876,0.45356324915120527
Ad copy 91 with scores P:0.57 T:0.90 U:0.33,0.4389320353610301,0.5459981664091468,0.4125365320161043
Ad copy 92 with scores P:0.91 T:0.49 U:0.72,0.480077008863872,0.37582098785689305,0.4787447558509779
Ad copy 93 with scores P:0.00 T:0.57 U:0.28,0.5743651506159647,0.5195095650878049,0.4667177269198224
Ad copy 94 with scores P:0.43 T:0.94 U:0.75,0.5078395094362865,0.4545147447454928,0.5317268762754637
Ad copy 95 with scores P:0.23 T:0.97 U:0.52,0.5699836556404767,0.5372050618217025,0.537840509353409
Ad copy 96 with scores P:0.54 T:0.54 U:0.10,0.4974107234592236,0.5466087144738069,0.507877613983968
Ad copy 97 with scores P:0.99 T:0.89 U:0.18,0.5020708258555563,0.5244975168560163,0.41055324502215507
Ad copy 98 with scores P:0.45 T:0.25 U:0.58,0.5561409072059673,0.4923138620699219,0.46754502157216815
Ad copy 99 with scores P:0.18 T:0.63 U:0.10,0.47924343344965487,0.39546904143573103,0.460035913298355
Ad copy 100 with scores P:0.43 T:0.92 U:0.30,0.5883693973977989,0.48259824539303475,0.4679436714395047
Ad copy 101 with scores P:0.47 T:0.03 U:0.59,0.6313991709951633,0.5403280164760711,0.5848942349188615
Ad copy 102 with scores P:0.95 T:0.15 U:0.20,0.5430387818553984,0.580173663394461,0.47036075297941937
Ad copy 103 with scores P:0.52 T:0.05 U:0.99,0.5020855407893721,0.5443716624964502,0.5235407913176447
Ad copy 104 with scores P:0.48 T:0.59 U:0.35,0.5032720218824643,0.5368634659352036,0.5005571224341292
Ad copy 105 with scores P:0.02 T:0.36 U:0.01,0.4436519368607592,0.5717338882310877,0.4209300102248641
Ad copy 106 with scores P:0.91 T:0.72 U:0.49,0.5044324713463326,0.511889134978196,0.4978522395137652
Ad copy 107 with scores P:0.27 T:0.45 U:0.20,0.40449084741495,0.5299788444162863,0.5102482300139135
Ad copy 108 with scores P:0.96 T:0.68 U:0.77,0.4719584452486434,0.432735411428004,0.4666214936446121
Ad copy 109 with scores P:0.32 T:0.03 U:0.58,0.5283169140350388,0.4692409155093521,0.44856593227030594
Ad copy 110 with scores P:0.30 T:0.26 U:0.90,0.46332962143531287,0.4654904044815514,0.5058201443264198
Ad copy 111 with scores P:0.54 T:0.84 U:0.34,0.4741564988307094,0.6594859503492387,0.4425676403479665
Ad copy 112 with scores P:0.67 T:0.51 U:0.06,0.42641148421087793,0.5235450437662206,0.4654822894339356
Ad copy 113 with scores P:0.65 T:0.58 U:0.02,0.4803068018194908,0.5171804802139054,0.4881825399726386
Ad copy 114 with scores P:0.02 T:0.52 U:0.56,0.5840223317763451,0.5074421047591055,0.5688943521657787
Ad copy 115 with scores P:0.73 T:0.55 U:0.63,0.5272617974448783,0.4645155210272569,0.5066385677488222
Ad copy 116 with scores P:0.12 T:0.31 U:0.63,0.4702697074166065,0.4676200364700758,0.38811339617400603
Ad copy 117 with scores P:0.49 T:0.58 U:0.09,0.4638057743144009,0.5531506262961846,0.5113353712817413
Ad copy 118 with scores P:0.87 T:0.55 U:0.47,0.5643072923004937,0.5988049554194745,0.5423693601154539
Ad copy 119 with scores P:0.06 T:0.35 U:0.42,0.49485880270637433,0.5410298865903219,0.4923046551870851
Ad copy 120 with scores P:0.89 T:0.87 U:0.15,0.4577665176785687,0.4790196555922899,0.5854761386385975
Ad copy 121 with scores P:0.38 T:0.46 U:0.15,0.4348754616114422,0.5375837881866447,0.5308674552390727
Ad copy 122 with scores P:0.56 T:0.80 U:0.10,0.46007802669038644,0.47062000488242456,0.5273867289513069
Ad copy 123 with scores P:0.70 T:0.67 U:0.86,0.4925277502669754,0.49579712505428913,0.5048713294044043
Ad copy 124 with scores P:0.07 T:0.45 U:0.60,0.4878554155565188,0.48884486489020457,0.46063126240807106
Ad copy 125 with scores P:0.01 T:0.85 U:0.72,0.4744914191960868,0.41587563261446914,0.5635078930830708
Ad copy 126 with scores P:0.70 T:0.92 U:0.99,0.48929768599110685,0.4726388405711867,0.5189482179073412
Ad copy 127 with scores P:0.48 T:0.26 U:0.18,0.5660229574814625,0.5363575077840368,0.4990109652007053
Ad copy 128 with scores P:0.63 T:0.18 U:0.51,0.5412103828879244,0.4192125391225225,0.4753510450552673
Ad copy 129 with scores P:0.31 T:0.19 U:0.56,0.45405998045831375,0.48870219958490296,0.4093358790344042
Ad copy 130 with scores P:0.40 T:0.92 U:0.42,0.5280225174886384,0.5647077834605528,0.6095414773638139
Ad copy 131 with scores P:0.20 T:0.15 U:0.92,0.46149306724262407,0.4830059198355109,0.4124573236830807
Ad copy 132 with scores P:0.77 T:0.95 U:0.36,0.4096849095924945,0.5142807496204818,0.45641268832866266
Ad copy 133 with scores P:0.64 T:0.64 U:0.39,0.5060304402580744,0.43198780428956657,0.4113841032786925
Ad copy 134 with scores P:0.89 T:0.93 U:0.94,0.4481752990760931,0.4693344799710358,0.515979033763461
Ad copy 135 with scores P:0.46 T:0.74 U:0.25,0.45927419668272973,0.4758119956460754,0.5990821091229714
Ad copy 136 with scores P:0.10 T:0.83 U:0.05,0.488997440824161,0.4762408721134572,0.47002706383572385
Ad copy 137 with scores P:0.99 T:0.92 U:0.63,0.5091012018429962,0.48323705514251036,0.5496010902303037
Ad copy 138 with scores P:0.47 T:0.63 U:0.30,0.4938654840586182,0.46224038098563613,0.537142193364944
Ad copy 139 with scores P:0.00 T:0.64 U:0.46,0.5076591044416984,0.5607608496545076,0.43313144487144023
Ad copy 140 with scores P:0.18 T:0.56 U:0.96,0.6116071767774449,0.5727281565586088,0.4380496386935132
Ad copy 141 with scores P:0.30 T:0.29 U:0.55,0.4716378936977826,0.5487303554005021,0.5370841230253564
Ad copy 142 with scores P:0.60 T:0.03 U:0.94,0.5292762873528685,0.6350552588266568,0.5463342675509641
Ad copy 143 with scores P:0.49 T:0.79 U:0.66,0.40652132266663804,0.48741659169188317,0.5321158991166954
Ad copy 144 with scores P:0.87 T:0.01 U:0.19,0.4859569298475221,0.46196583940729596,0.5002324705034058
Ad copy 145 with scores P:0.41 T:0.24 U:0.67,0.5250678691874308,0.49134566929684464,0.45653246722084717
Ad copy 146 with scores P:0.26 T:0.73 U:0.42,0.5755748389988218,0.4964924008021428,0.5897086686818777
Ad copy 147 with scores P:0.81 T:0.65 U:0.14,0.5422199753908772,0.4724654384796902,0.5175265338320766
Ad copy 148 with scores P:0.72 T:0.42 U:0.79,0.3455564203624424,0.5903769390243147,0.5393150673176352
